a	/a/
ciormoiag	/tʃ̩ormojaɡ/
ciornă	/tʃ̩ornə/
cioroaică	/tʃ̩orŏajkə/
ciorogaru	/tʃ̩oroɡaru/
cioroi	/tʃ̩oroj/
cioropină	/tʃ̩oropinə/
ciorovăială	/tʃ̩orovəjalə/
ciorovăire	/tʃ̩orovəire/
ciorpac	/tʃ̩orpak/
ciorsăire	/tʃ̩orsəire/
ciorsăit	/tʃ̩orsəit/
ciortan	/tʃ̩ortan/
ciortănaș	/tʃ̩ortənaʃ/
cioșmălire	/tʃ̩oʃməlire/
cioșmolire	/tʃ̩oʃmolire/
ciot	/tʃ̩ot/
ciotcă	/tʃ̩otkə/
ciotoros	/tʃ̩otoros/
ciotur	/tʃ̩otur/
cioturile	/tʃ̩oturile/
cioturos	/tʃ̩oturos/
ciovei	/tʃ̩ovej/
ciovică	/tʃ̩ovikə/
ciovlică	/tʃ̩ovlikə/
ciozvârtă	/tʃ̩ozvɨrtə/
cip	/tʃip/
cipău	/tʃipəw/
cipciire	/tʃiptʃiire/
ciperacee	/tʃiperatʃee/
cipic	/tʃipik/
cipilică	/tʃipilikə/
cipolin	/tʃipolin/
ciprian	/tʃiprijan/
ciprinicultură	/tʃiprinikulturə/
ciprinid	/tʃiprinid/
cipriot	/tʃipriot/
câr	/kɨr/
câră	/kɨrə/
cirac	/tʃirak/
cârc	/kɨrk/
cârcă	/kɨrkə/
circadian	/tʃirkadijan/
cârcăiac	/kɨrkəjak/
cârcălire	/kɨrkəlire/
cârcălit	/kɨrkəlit/
circar	/tʃirkar/
cârceie	/kɨrtʃeje/
cârcel	/kɨrtʃel/
cârcimă	/kɨrtʃimə/
cârcimăreasă	/kɨrtʃimərĕasə/
cârcimăriță	/kɨrtʃiməritsə/
cârciobar	/kɨrtʃ̩obar/
cârcioc	/kɨrtʃ̩ok/
cârciocar	/kɨrtʃ̩okar/
cârciog	/kɨrtʃ̩oɡ/
cârciogar	/kɨrtʃ̩oɡar/
cârciogăresc	/kɨrtʃ̩oɡəresk/
cârciumă	/kɨrtʃ̩umə/
cârciumar	/kɨrtʃ̩umar/
cârciumăreasă	/kɨrtʃ̩umərĕasə/
cârciumărire	/kɨrtʃ̩umərire/
cârciumărit	/kɨrtʃ̩umərit/
cârciumăriță	/kɨrtʃ̩uməritsə/
circomferință	/tʃirkomferintsə/
circonflex	/tʃirkonfleks/
circoramă	/tʃirkoramə/
cârcotă	/kɨrkotə/
cârcotaș	/kɨrkotaʃ/
cârcoteau	/kɨrkotĕaw/
cârcotire	/kɨrkotire/
circuit	/tʃirkuit/
circuitul	/tʃirkuitul/
circula	/tʃirkula/
circulabil	/tʃirkulabil/
circulant	/tʃirkulant/
circular	/tʃirkular/
circulare	/tʃirkulare/
circulat	/tʃirkulat/
circulația	/tʃirkulatsija/
circulație	/tʃirkulatsije/
circulator	/tʃirkulator/
circulatoriu	/tʃirkulatorju/
circule	/tʃirkule/
circumcide	/tʃirkumtʃide/
circumcidere	/tʃirkumtʃidere/
circumcis	/tʃirkumtʃis/
circumcizie	/tʃirkumtʃizije/
circumciziune	/tʃirkumtʃiziune/
circumducție	/tʃirkumduktsije/
circumferențiar	/tʃirkumferentsijar/
circumferință	/tʃirkumferintsə/
circumflex	/tʃirkumfleks/
circumlocuție	/tʃirkumlokutsije/
circumlunar	/tʃirkumlunar/
circumnavigație	/tʃirkumnaviɡatsije/
circumnutație	/tʃirkumnutatsije/
circumoral	/tʃirkumoral/
circumorbital	/tʃirkumorbital/
circumpolar	/tʃirkumpolar/
circumscrie	/tʃirkumskrije/
circumscriere	/tʃirkumskrijere/
circumscripție	/tʃirkumskriptsije/
circumscris	/tʃirkumskris/
circumselenar	/tʃirkumselenar/
circumsolar	/tʃirkumsolar/
circumspect	/tʃirkumspekt/
circumspecție	/tʃirkumspektsije/
circumstanță	/tʃirkumstantsə/
circumstanțial	/tʃirkumstantsijal/
circumterestru	/tʃirkumterestru/
circumvalațiune	/tʃirkumvalatsiune/
circumvolut	/tʃirkumvolut/
circumvoluție	/tʃirkumvolutsije/
circumvoluțiune	/tʃirkumvolutsiune/
cârd	/kɨrd/
cârdășie	/kɨrdəʃije/
cârdișor	/kɨrdiʃor/
cireadă	/tʃirĕadə/
cireașă	/tʃirĕaʃə/
cirenaic	/tʃirenaik/
cireș	/tʃireʃ/
cireșar	/tʃireʃar/
cireșiu	/tʃireʃiw/
cirezar	/tʃirezar/
cârâială	/kɨrɨjalə/
cârâie	/kɨrɨje/
cirilic	/tʃirilik/
cirip	/tʃirip/
ciripeală	/tʃiripĕalə/
ciripie	/tʃiripije/
ciripire	/tʃiripire/
ciripit	/tʃiripit/
ciripitor	/tʃiripitor/
ciripiu	/tʃiripiw/
ciriș	/tʃiriʃ/
ciritel	/tʃiritel/
ciriviș	/tʃiriviʃ/
cârjă	/kɨrʒə/
cârjaliu	/kɨrʒaliw/
cârjancă	/kɨrʒankə/
cârje	/kɨrʒe/
cârlan	/kɨrlan/
cârlănar	/kɨrlənar/
cârlănaș	/kɨrlənaʃ/
cârlig	/kɨrliɡ/
cârligaș	/kɨrliɡaʃ/
cârligel	/kɨrlidʒel/
cârligele	/kɨrlidʒele/
cârligul	/kɨrliɡul/
cârmă	/kɨrmə/
cârmaci	/kɨrmatʃʲ/
cârmeală	/kɨrmĕalə/
cârmire	/kɨrmire/
cârmâz	/kɨrmɨz/
cârmâziu	/kɨrmɨziw/
cârmuire	/kɨrmuire/
cârmuit	/kɨrmuit/
cârmuitor	/kɨrmuitor/
cârn	/kɨrn/
cârnăcior	/kɨrnətʃ̩or/
cârnat	/kɨrnat/
cârnățar	/kɨrnətsar/
cârnățăreasă	/kɨrnətsərĕasə/
cârnățărie	/kɨrnətsərije/
cârnațiu	/kɨrnatsju/
cârneci	/kɨrnetʃʲ/
cârneleagă	/kɨrnelĕaɡə/
cârnire	/kɨrnire/
cârnit	/kɨrnit/
cârnitură	/kɨrniturə/
cârnosire	/kɨrnosire/
cârnosit	/kɨrnosit/
cârnu	/kɨrnu/
cârnuț	/kɨrnuts/
cirocumulus	/tʃirokumulus/
ciromat	/tʃiromat/
cirotic	/tʃirotik/
ciroză	/tʃirozə/
cârpă	/kɨrpə/
cârpăceală	/kɨrpətʃ̩alə/
cârpaci	/kɨrpatʃʲ/
cârpăcie	/kɨrpətʃije/
cârpăcire	/kɨrpətʃire/
cârpăcit	/kɨrpətʃit/
cârpăcitor	/kɨrpətʃitor/
cârpător	/kɨrpətor/
cârpeală	/kɨrpĕalə/
cârpire	/kɨrpire/
cârpit	/kɨrpit/
cârpitură	/kɨrpiturə/
cârpuliță	/kɨrpulitsə/
cârpușoară	/kɨrpuʃŏarə/
cârstea	/kɨrstĕa/
cârstocea	/kɨrstotʃ̩a/
cârstoiu	/kɨrstoju/
cirtă	/tʃirtə/
cârțan	/kɨrtsan/
cârteală	/kɨrtĕalə/
cârțână	/kɨrtsɨnə/
cârtire	/kɨrtire/
cârțișoara	/kɨrtsiʃŏara/
cârtiță	/kɨrtitsə/
cârtitor	/kɨrtitor/
cârtog	/kɨrtoɡ/
cirtometrie	/tʃirtometrije/
cirtometru	/tʃirtometru/
cârțu	/kɨrtsu/
cirus	/tʃirus/
cirviș	/tʃirviʃ/
câș	/kɨʃ/
câșiță	/kɨʃitsə/
cislă	/tʃislə/
cisluire	/tʃisluire/
cisluit	/tʃisluit/
cișmea	/tʃiʃmĕa/
cisnădie	/tʃisnədije/
cisoidă	/tʃisoidə/
cistă	/tʃistə/
cistalgie	/tʃistaldʒije/
cistectomie	/tʃistektomije/
cisteină	/tʃisteinə/
cisternă	/tʃisternə/
cistic	/tʃistik/
cisticerc	/tʃistitʃerk/
cisticercoză	/tʃistitʃerkozə/
cisticită	/tʃistitʃitə/
câștig	/kɨʃtiɡ/
câștiga	/kɨʃtiɡa/
câștigare	/kɨʃtiɡare/
câștigat	/kɨʃtiɡat/
câștigată	/kɨʃtiɡatə/
câștigătoare	/kɨʃtiɡətŏare/
câștigător	/kɨʃtiɡətor/
câștigului	/kɨʃtiɡuluj/
cistină	/tʃistinə/
cistită	/tʃistitə/
cistocel	/tʃistotʃel/
cistofor	/tʃistofor/
cistografie	/tʃistoɡrafije/
cistoid	/tʃistoid/
cistopatie	/tʃistopatije/
cistoplegie	/tʃistopledʒije/
cistosarcom	/tʃistosarkom/
cistotom	/tʃistotom/
cistotomie	/tʃistotomije/
cât	/kɨt/
cita	/tʃita/
citabil	/tʃitabil/
citadelă	/tʃitadelə/
citadin	/tʃitadin/
citadiniza	/tʃitadiniza/
citadinizare	/tʃitadinizare/
citadinizat	/tʃitadinizat/
citanie	/tʃitanije/
citare	/tʃitare/
citarea	/tʃitarĕa/
citarie	/tʃitarije/
citarist	/tʃitarist/
citat	/tʃitat/
citație	/tʃitatsije/
citațiune	/tʃitatsiune/
citatomanie	/tʃitatomanije/
câtăva	/kɨtəva/
câte	/kɨte/
citea	/tʃitĕa/
citeam	/tʃitĕam/
citească	/tʃitĕaskə/
câtelea	/kɨtelĕa/
câteodată	/kɨtĕodatə/
citesc	/tʃitesk/
câteși	/kɨteʃʲ/
citește	/tʃiteʃte/
citeț	/tʃitets/
câteva	/kɨteva/
câți	/kɨtsʲ/
câtime	/kɨtime/
citind	/tʃitind/
câtinel	/kɨtinel/
citire	/tʃitire/
citise	/tʃitise/
citit	/tʃitit/
cititor	/tʃititor/
cititori	/tʃititorʲ/
cititorii	/tʃititorij/
câțiva	/kɨtsʲva/
citobiologic	/tʃitobiolodʒik/
citobiologie	/tʃitobiolodʒije/
citoblast	/tʃitoblast/
citochimic	/tʃitokʲ̩imik/
citochimie	/tʃitokʲ̩imije/
citochimism	/tʃitokʲ̩imism/
citocineză	/tʃitotʃinezə/
citocrom	/tʃitokrom/
citocromie	/tʃitokromije/
citodiagnostic	/tʃitodijaɡnostik/
citofagie	/tʃitofadʒije/
citofiziologic	/tʃitofiziolodʒik/
citofiziologie	/tʃitofiziolodʒije/
citogamie	/tʃitoɡamije/
citogenă	/tʃitodʒenə/
citogenetic	/tʃitodʒenetik/
citogeneză	/tʃitodʒenezə/
citolă	/tʃitolə/
citolitic	/tʃitolitik/
citoliză	/tʃitolizə/
citolog	/tʃitoloɡ/
citologic	/tʃitolodʒik/
citologie	/tʃitolodʒije/
citomorfoză	/tʃitomorfozə/
citopatologie	/tʃitopatolodʒije/
citoplasmă	/tʃitoplasmə/
citoplasmatic	/tʃitoplasmatik/
citoplasmic	/tʃitoplasmik/
citopoieză	/tʃitopojezə/
citotoxic	/tʃitotogzik/
citotoxină	/tʃitotoksinə/
citozină	/tʃitozinə/
citrat	/tʃitrat/
citric	/tʃitrik/
citrin	/tʃitrin/
citro	/tʃitro/
citronadă	/tʃitronadə/
câtuși	/kɨtuʃʲ/
câtva	/kɨtva/
ciubăr	/tʃ̩ubər/
ciubăraș	/tʃ̩ubəraʃ/
ciubotă	/tʃ̩ubotə/
ciubotar	/tʃ̩ubotar/
ciubotăresc	/tʃ̩ubotəresk/
ciubotărie	/tʃ̩ubotərije/
ciuboțică	/tʃ̩ubotsikə/
ciubuc	/tʃ̩ubuk/
ciubucar	/tʃ̩ubukar/
ciubucărie	/tʃ̩ubukərije/
ciucă	/tʃ̩ukə/
ciuciulete	/tʃ̩utʃ̩ulete/
ciuciulire	/tʃ̩utʃ̩ulire/
ciuciulit	/tʃ̩utʃ̩ulit/
ciuciur	/tʃ̩utʃ̩ur/
ciuciure	/tʃ̩utʃ̩ure/
ciucur	/tʃ̩ukur/
ciucuraș	/tʃ̩ukuraʃ/
ciucurat	/tʃ̩ukurat/
ciucure	/tʃ̩ukure/
ciucurel	/tʃ̩ukurel/
ciucușoară	/tʃ̩ukuʃŏarə/
ciudă	/tʃ̩udə/
ciudat	/tʃ̩udat/
ciudată	/tʃ̩udatə/
ciudate	/tʃ̩udate/
ciudățenie	/tʃ̩udətsenije/
ciudățenii	/tʃ̩udətsenij/
ciudatul	/tʃ̩udatul/
ciudire	/tʃ̩udire/
ciudit	/tʃ̩udit/
ciudos	/tʃ̩udos/
ciuf	/tʃ̩uf/
ciufuleală	/tʃ̩ufulĕalə/
ciufulire	/tʃ̩ufulire/
ciufulit	/tʃ̩ufulit/
ciufut	/tʃ̩ufut/
ciuguleală	/tʃ̩uɡulĕalə/
ciugulire	/tʃ̩uɡulire/
ciugulit	/tʃ̩uɡulit/
ciuhandu	/tʃ̩uhandu/
ciuhurez	/tʃ̩uhurez/
ciul	/tʃ̩ul/
ciulama	/tʃ̩ulama/
ciuleandră	/tʃ̩ulĕandrə/
ciulei	/tʃ̩ulej/
ciulin	/tʃ̩ulin/
ciulire	/tʃ̩ulire/
ciulit	/tʃ̩ulit/
ciulnița	/tʃ̩ulnitsa/
ciumă	/tʃ̩umə/
ciumăfai	/tʃ̩uməfaj/
ciumăfaie	/tʃ̩uməfaje/
ciumărea	/tʃ̩umərĕa/
ciumaș	/tʃ̩umaʃ/
ciumat	/tʃ̩umat/
ciume	/tʃ̩ume/
ciumiză	/tʃ̩umizə/
ciumos	/tʃ̩umos/
ciump	/tʃ̩ump/
ciumpei	/tʃ̩umpej/
ciung	/tʃ̩unɡ/
ciungire	/tʃ̩undʒire/
ciungit	/tʃ̩undʒit/
ciunism	/tʃ̩unism/
ciunist	/tʃ̩unist/
ciunt	/tʃ̩unt/
ciuntire	/tʃ̩untire/
ciuntit	/tʃ̩untit/
ciuntitură	/tʃ̩untiturə/
ciupe	/tʃ̩upe/
ciupeală	/tʃ̩upĕalə/
ciupercă	/tʃ̩uperkə/
ciupercărie	/tʃ̩uperkərije/
ciupic	/tʃ̩upik/
ciupire	/tʃ̩upire/
ciupit	/tʃ̩upit/
ciupitor	/tʃ̩upitor/
ciupitură	/tʃ̩upiturə/
ciur	/tʃ̩ur/
ciurar	/tʃ̩urar/
ciurdă	/tʃ̩urdə/
ciurdar	/tʃ̩urdar/
ciurea	/tʃ̩urĕa/
ciurec	/tʃ̩urek/
ciurecar	/tʃ̩urekar/
ciurechi	/tʃ̩urekʲ̩ʲ/
ciurel	/tʃ̩urel/
ciurlan	/tʃ̩urlan/
ciuroi	/tʃ̩uroj/
ciuruc	/tʃ̩uruk/
ciurui	/tʃ̩urui/
ciuruială	/tʃ̩urujalə/
ciuruire	/tʃ̩uruire/
ciuruit	/tʃ̩uruit/
ciuș	/tʃ̩uʃ/
ciușcă	/tʃ̩uʃkə/
ciut	/tʃ̩ut/
ciutacu	/tʃ̩utaku/
ciutură	/tʃ̩uturə/
ciuturea	/tʃ̩uturĕa/
ciuvaș	/tʃ̩uvaʃ/
ciuvică	/tʃ̩uvikə/
civic	/tʃivik/
civil	/tʃivil/
civilă	/tʃivilə/
civilie	/tʃivilije/
civilii	/tʃivilij/
civililor	/tʃivililor/
civilist	/tʃivilist/
civiliza	/tʃiviliza/
civilizare	/tʃivilizare/
civilizat	/tʃivilizat/
civilizați	/tʃivilizatsʲ/
civilizație	/tʃivilizatsije/
civilizator	/tʃivilizator/
civism	/tʃivism/
civit	/tʃivit/
cizela	/tʃizela/
cizelare	/tʃizelare/
cizelat	/tʃizelat/
cizelură	/tʃizelurə/
cizmă	/tʃizmə/
cizmar	/tʃizmar/
cizmăreasă	/tʃizmərĕasə/
cizmăresc	/tʃizməresk/
cizmărie	/tʃizmərije/
cizmuliță	/tʃizmulitsə/
clăbuc	/kləbuk/
clăbuci	/kləbutʃʲ/
clăbucire	/kləbutʃire/
clăbucit	/kləbutʃit/
clac	/klak/
claca	/klaka/
clacaj	/klakaʒ/
clacare	/klakare/
clăcaș	/kləkaʃ/
clăcășesc	/kləkəʃesk/
clăcășire	/kləkəʃire/
clachetă	/klakʲ̩etə/
clăci	/klətʃʲ/
clăcuire	/kləkuire/
clăcușoară	/kləkuʃŏarə/
cladă	/kladə/
clădăraie	/klədəraje/
clădărie	/klədərije/
clădească	/klədĕaskə/
clădesc	/klədesk/
clădire	/klədire/
clădirea	/klədirĕa/
clădiri	/klədirʲ/
clădirii	/klədirij/
clădit	/klədit/
clăditor	/kləditor/
cladocer	/kladotʃer/
claie	/klaje/
clăire	/kləire/
clăit	/kləit/
clăiță	/kləitsə/
clama	/klama/
clamare	/klamare/
clamoare	/klamŏare/
clamoros	/klamoros/
clamp	/klamp/
clampă	/klampə/
clămpăire	/kləmpəire/
clămpăit	/kləmpəit/
clămpăneală	/kləmpənĕalə/
clămpăni	/kləmpəni/
clămpănire	/kləmpənire/
clămpănit	/kləmpənit/
clămpănitură	/kləmpəniturə/
clămpuș	/kləmpuʃ/
clămpușor	/kləmpuʃor/
clan	/klan/
clanaret	/klanaret/
clanc	/klank/
clăncăire	/klənkəire/
clăncăit	/klənkəit/
clancăt	/klankət/
clandestin	/klandestin/
clandestinitate	/klandestinitate/
clanț	/klants/
clanță	/klantsə/
clănțăire	/kləntsəire/
clănțănea	/kləntsənĕa/
clănțăneală	/kləntsənĕalə/
clănțănire	/kləntsənire/
clănțănit	/kləntsənit/
clănțănitură	/kləntsəniturə/
clănțău	/kləntsəw/
clanțe	/klantse/
clanul	/klanul/
clap	/klap/
clapă	/klapə/
clăpăire	/kləpəire/
clăpăit	/kləpəit/
clăpar	/kləpar/
clăpăug	/kləpəuɡ/
clăpăugire	/kləpəudʒire/
clapc	/klapk/
clapcă	/klapkə/
clapetă	/klapetə/
clapon	/klapon/
claponaș	/klaponaʃ/
clar	/klar/
clarabela	/klarabela/
clarifica	/klarifika/
clarificare	/klarifikare/
clarificat	/klarifikat/
clarificator	/klarifikator/
clarinet	/klarinet/
clarinetă	/klarinetə/
clarinetist	/klarinetist/
clarisim	/klarisim/
claritate	/klaritate/
clarvăzător	/klarvəzətor/
clarviziune	/klarviziune/
clas	/klas/
clasa	/klasa/
clasabil	/klasabil/
clasament	/klasament/
clasare	/klasare/
clasat	/klasat/
clasei	/klasej/
clasem	/klasem/
clasic	/klasik/
clasică	/klasikə/
clasicism	/klasitʃism/
clasicist	/klasitʃist/
clasicitate	/klasitʃitate/
clasiciza	/klasitʃiza/
clasicizant	/klasitʃizant/
clasicizare	/klasitʃizare/
clasicizat	/klasitʃizat/
clasifica	/klasifika/
clasificare	/klasifikare/
clasificat	/klasifikat/
clasificație	/klasifikatsije/
clasificator	/klasifikator/
clasor	/klasor/
class	/klass/
clastic	/klastik/
clastocarst	/klastokarst/
clastomanie	/klastomanije/
clătărire	/klətərire/
clătărit	/klətərit/
clătina	/klətina/
clătinare	/klətinare/
clătinat	/klətinat/
clătinătură	/klətinəturə/
clătire	/klətire/
clătit	/klətit/
claudicație	/klaudikatsije/
claudiescu	/klaudijesku/
claudino	/klaudino/
claun	/klaun/
claustra	/klaustra/
claustral	/klaustral/
claustrare	/klaustrare/
claustrat	/klaustrat/
claustrație	/klaustratsije/
claustrofobie	/klaustrofobije/
clauză	/klauzə/
clauzulă	/klauzulə/
clavecin	/klavetʃin/
clavecinist	/klavetʃinist/
claviatură	/klavijaturə/
clavicembal	/klavitʃembal/
clavicembalo	/klavitʃembalo/
clavicimbal	/klavitʃimbal/
clavicord	/klavikord/
claviculă	/klavikulə/
clavicular	/klavikular/
clavir	/klavir/
claviraș	/klaviraʃ/
clavus	/klavus/
claxon	/klakson/
claxona	/klaksona/
claxonare	/klaksonare/
claxonat	/klaksonat/
cleampă	/klĕampə/
clean	/klĕan/
clefăire	/klefəire/
clefăit	/klefəit/
clefetire	/klefetire/
clei	/klej/
cleionaj	/klejonaʒ/
cleios	/klejos/
cleistogam	/kleistoɡam/
cleistogamie	/kleistoɡamije/
clemă	/klemə/
clematită	/klematitə/
clement	/klement/
clemență	/klementsə/
clempuș	/klempuʃ/
clempușor	/klempuʃor/
clenci	/klentʃʲ/
clențănire	/klentsənire/
clențenire	/klentsenire/
clepsidră	/klepsidrə/
clepsidru	/klepsidru/
cleptofobie	/kleptofobije/
cleptoman	/kleptoman/
cleptomanie	/kleptomanije/
cler	/kler/
cleric	/klerik/
clerical	/klerikal/
clericalism	/klerikalism/
clericist	/kleritʃist/
clersă	/klersə/
clerul	/klerul/
cleștar	/kleʃtar/
clește	/kleʃte/
cleștișor	/kleʃtiʃor/
cleștiță	/kleʃtitsə/
cleveit	/kleveit/
clevetă	/klevetə/
cleveteală	/klevetĕalə/
clevetire	/klevetire/
clevetit	/klevetit/
clevetitor	/klevetitor/
clic	/klik/
clica	/klika/
clicăire	/klikəire/
clicare	/klikare/
clicat	/klikat/
clichet	/klikʲ̩et/
clidonograf	/klidonoɡraf/
client	/klijent/
clientelă	/klijentelə/
clientelar	/klijentelar/
clienți	/klijentsʲ/
clienții	/klijentsij/
clienților	/klijentsilor/
clientul	/klijentul/
clientului	/klijentuluj/
climă	/klimə/
climacteriu	/klimakterju/
climat	/klimat/
climateric	/klimaterik/
climatic	/klimatik/
climatice	/klimatitʃe/
climatism	/klimatism/
climatiza	/klimatiza/
climatizare	/klimatizare/
climatizat	/klimatizat/
climatizator	/klimatizator/
climatizor	/klimatizor/
climatografic	/klimatoɡrafik/
climatografie	/klimatoɡrafije/
climatogramă	/klimatoɡramə/
climatolog	/klimatoloɡ/
climatologic	/klimatolodʒik/
climatologie	/klimatolodʒije/
climatoterapic	/klimatoterapik/
climatoterapie	/klimatoterapije/
climatului	/klimatuluj/
climostat	/klimostat/
clin	/klin/
clină	/klinə/
clinc	/klink/
clincănire	/klinkənire/
clincher	/klinkʲ̩er/
clinchet	/klinkʲ̩et/
clinchetul	/klinkʲ̩etul/
clinci	/klintʃʲ/
clincing	/klintʃinɡ/
cling	/klinɡ/
clingherit	/klingʲ̩erit/
clinic	/klinik/
clinică	/klinikə/
clinici	/klinitʃʲ/
clinician	/klinitʃijan/
clinicii	/klinitʃij/
clinograf	/klinoɡraf/
clinometru	/klinometru/
clinoterapic	/klinoterapik/
clinoterapie	/klinoterapije/
clint	/klint/
clintire	/klintire/
clintit	/klintit/
clip	/klip/
clipă	/klipə/
clipe	/klipe/
clipeală	/klipĕalə/
clipească	/klipĕaskə/
clipele	/klipele/
cliper	/kliper/
clipi	/klipi/
cliping	/klipinɡ/
clipire	/klipire/
clipiș	/klipiʃ/
clipit	/klipit/
clipită	/klipitə/
clipoceală	/klipotʃ̩alə/
clipocire	/klipotʃire/
clipocit	/klipotʃit/
clipotire	/klipotire/
clipotit	/klipotit/
cliring	/klirinɡ/
clironom	/klironom/
clironomie	/klironomije/
clironomisire	/klironomisire/
clironomisit	/klironomisit/
clisă	/klisə/
clișaj	/kliʃaʒ/
clișare	/kliʃare/
clișat	/kliʃat/
clișeiza	/kliʃeiza/
clișeizare	/kliʃeizare/
clișeizat	/kliʃeizat/
clișeu	/kliʃew/
clismă	/klismə/
clisos	/klisos/
clistir	/klistir/
clistron	/klistron/
clitoris	/klitoris/
cliva	/kliva/
clivaj	/klivaʒ/
clivare	/klivare/
cloacă	/klŏakə/
cloacal	/klŏakal/
cloambă	/klŏambə/
cloanță	/klŏantsə/
cloasmă	/klŏasmə/
cloazon	/klŏazon/
clocaj	/klokaʒ/
cloceală	/klotʃ̩alə/
clocire	/klotʃire/
clocit	/klotʃit/
clocitoare	/klotʃitŏare/
clocot	/klokot/
clocoțel	/klokotsel/
clocotici	/klokotitʃʲ/
clocotire	/klokotire/
clocotiș	/klokotiʃ/
clocotit	/klokotit/
clocotitor	/klokotitor/
clon	/klon/
clona	/klona/
clonaj	/klonaʒ/
clonare	/klonare/
clonat	/klonat/
clonc	/klonk/
clonca	/klonka/
cloncăire	/klonkəire/
cloncan	/klonkan/
cloncănire	/klonkənire/
cloncănit	/klonkənit/
clondir	/klondir/
clondiraș	/klondiraʃ/
clonț	/klonts/
clonțos	/klontsos/
clonus	/klonus/
clop	/klop/
clopot	/klopot/
clopotar	/klopotar/
clopoțel	/klopotsel/
clopotele	/klopotele/
clopoțelul	/klopotselul/
clopoțire	/klopotsire/
clopotniță	/klopotnitsə/
clopotul	/klopotul/
clor	/klor/
cloral	/kloral/
cloramfenicol	/kloramfenikol/
clorat	/klorat/
cloretan	/kloretan/
cloretonă	/kloretonə/
clorhidrat	/klorhidrat/
clorhidric	/klorhidrik/
clorhidrină	/klorhidrinə/
cloric	/klorik/
clorinare	/klorinare/
clorit	/klorit/
cloritos	/kloritos/
clorizare	/klorizare/
clormetan	/klormetan/
cloroficee	/klorofitʃee/
clorofilă	/klorofilə/
clorofilian	/klorofilijan/
cloroform	/kloroform/
cloroformism	/kloroformism/
cloroformiza	/kloroformiza/
cloroformizare	/kloroformizare/
cloroformizat	/kloroformizat/
cloroleucită	/kloroleutʃitə/
clorometru	/klorometru/
cloromicetină	/kloromitʃetinə/
cloropenie	/kloropenije/
cloropicrină	/kloropikrinə/
cloroplast	/kloroplast/
cloropren	/kloropren/
clorosodic	/klorosodik/
clorotic	/klorotik/
cloroză	/klorozə/
clorura	/klorura/
clorurare	/klorurare/
clorurat	/klorurat/
clorurație	/kloruratsije/
clorurie	/klorurije/
cloș	/kloʃ/
cloșat	/kloʃat/
cloșcă	/kloʃkə/
closet	/kloset/
cloț	/klots/
cloțan	/klotsan/
clotoidă	/klotoidə/
clovn	/klovn/
clovnerie	/klovnerije/
clovnesc	/klovnesk/
clu	/klu/
club	/klub/
clubul	/klubul/
clucereasă	/klutʃerĕasə/
cluceru	/klutʃeru/
clujean	/kluʒĕan/
clujeancă	/kluʒĕankə/
clujnapoca	/kluʒnapoka/
clupa	/klupa/
clupaj	/klupaʒ/
clupare	/klupare/
clupat	/klupat/
cneaghină	/knĕagʲ̩inə/
cneaz	/knĕaz/
cnemidă	/knemidə/
cnezat	/knezat/
cnidoblast	/knidoblast/
cnut	/knut/
co	/ko/
coabitant	/koabitant/
coacăz	/kŏakəz/
coacăze	/kŏakəze/
coace	/kŏatʃe/
coacere	/kŏatʃere/
coachizitor	/koakʲ̩izitor/
coadă	/kŏadə/
coafa	/kŏafa/
coafare	/kŏafare/
coafat	/kŏafat/
coafeză	/kŏafezə/
coafor	/kŏafor/
coafură	/kŏafurə/
coagulabil	/koaɡulabil/
coagulogramă	/koaɡuloɡramə/
coajă	/kŏaʒə/
coală	/kŏalə/
coalescent	/koalestʃent/
coaliție	/koalitsije/
coamă	/kŏamə/
coană	/kŏanə/
coapsă	/kŏapsə/
coarbă	/kŏarbə/
coardă	/kŏardə/
coarnă	/kŏarnə/
coartă	/kŏartə/
coarticulație	/koartikulatsije/
coasă	/kŏasə/
coase	/kŏase/
coasere	/kŏasere/
coastă	/kŏastə/
coaste	/kŏaste/
coatele	/kŏatele/
cobai	/kobaj/
cobaie	/kobaje/
cobăit	/kobəit/
cobalamină	/kobalaminə/
cobalt	/kobalt/
cobalta	/kobalta/
cobaltare	/kobaltare/
cobaltat	/kobaltat/
cobaltină	/kobaltinə/
cobe	/kobe/
cobeală	/kobĕalə/
cobeligerant	/kobelidʒerant/
cobâlă	/kobɨlə/
cobâlcescu	/kobɨltʃesku/
cobiliță	/kobilitsə/
cobire	/kobire/
cobit	/kobit/
cobitor	/kobitor/
coblizan	/koblizan/
cobol	/kobol/
cobor	/kobor/
coborî	/koborɨ/
coborâre	/koborɨre/
coborâș	/koborɨʃ/
coborât	/koborɨt/
coborâtoare	/koborɨtŏare/
coborâtor	/koborɨtor/
cobră	/kobrə/
cobur	/kobur/
cobuz	/kobuz/
cobză	/kobzə/
cobzar	/kobzar/
cobzeanu	/kobzĕanu/
cobzișoară	/kobziʃŏarə/
coc	/kok/
coca	/koka/
cocaină	/kokajnə/
cocainism	/kokajnism/
cocainoman	/kokajnoman/
cocainomanie	/kokajnomanije/
cocardă	/kokardə/
cocător	/kokətor/
coccidă	/koktʃidə/
coccidie	/koktʃidije/
coccidioză	/koktʃidiozə/
coccis	/koktʃis/
cocea	/kotʃ̩a/
cocean	/kotʃ̩an/
cochet	/kokʲ̩et/
