aba	/aba/
comro	/tʃomro/
concong	/tʃontʃoŋ/
condong	/tʃondoŋ/
conét	/tʃonet/
congak	/tʃoŋaʔ/
congéh	/tʃoŋeh/
congék	/tʃoŋeʔ/
conggah	/tʃoŋgah/
conggét	/tʃoŋget/
conggok	/tʃoŋgoʔ/
congkah	/tʃoŋkah/
congkak	/tʃoŋkaʔ/
congki	/tʃoŋki/
congklang	/tʃoŋʔlaŋ/
congkok	/tʃoŋkoʔ/
congkong	/tʃoŋkoŋ/
congok	/tʃoŋoʔ/
congol	/tʃoŋol/
congor	/tʃoŋor/
congo	/tʃoŋo/
congsam	/tʃoŋsam/
conténgan	/tʃonteŋan/
conténg	/tʃonteŋ/
contohlah	/tʃontohlah/
contohnya	/tʃontohɲa/
contoh	/tʃontoh/
contong	/tʃontoŋ/
copét	/tʃopet/
coplok	/tʃoploʔ/
copot	/tʃopot/
cop	/tʃop/
corak	/tʃoraʔ/
coran	/tʃoran/
corék	/tʃoreʔ/
coréng	/tʃoreŋ/
corétan	/tʃoretan/
corét	/tʃoret/
corong	/tʃoroŋ/
coro	/tʃoro/
corot	/tʃorot/
cor	/tʃor/
cotok	/tʃotoʔ/
cowokan	/tʃowokan/
cowok	/tʃowoʔ/
crat	/tʃrat/
criping	/tʃripiŋ/
crit	/tʃrit/
cuaca	/tʃuatʃa/
cuai	/tʃuai/
cuak	/tʃuaʔ/
cual	/tʃual/
cuang	/tʃuaŋ/
cuar	/tʃuar/
cuatan	/tʃuatan/
cuat	/tʃuat/
cua	/tʃua/
cuba	/tʃuba/
cubitan	/tʃubitan/
cubit	/tʃubit/
cublik	/tʃubliʔ/
cubung	/tʃubuŋ/
cuca	/tʃutʃa/
cucian	/tʃutʃian/
cuci	/tʃutʃi/
cucuh	/tʃutʃuh/
cucuk	/tʃutʃuʔ/
cucunda	/tʃutʃunda/
cucung	/tʃutʃuŋ/
cucunya	/tʃutʃuɲa/
cucup	/tʃutʃup/
cucuran	/tʃutʃuran/
cucur	/tʃutʃur/
cucurut	/tʃutʃurut/
cucut	/tʃutʃut/
cucu	/tʃutʃu/
cuék	/tʃueʔ/
cuh	/tʃuh/
cuik	/tʃuiʔ/
cuil	/tʃuil/
cuit	/tʃuit/
cukai	/tʃukai/
cuka	/tʃuka/
cukilan	/tʃukilan/
cukil	/tʃukil/
cukin	/tʃukin/
cukit	/tʃukit/
cuki	/tʃuki/
cukong	/tʃukoŋ/
cuk	/tʃuʔ/
cukupan	/tʃukupan/
cukuplah	/tʃukuplah/
cukup	/tʃukup/
cukur	/tʃukur/
cuku	/tʃuku/
culak	/tʃulaʔ/
culan	/tʃulan/
culas	/tʃulas/
cula	/tʃula/
culiah	/tʃuliah/
culika	/tʃulika/
culik	/tʃuliʔ/
culim	/tʃulim/
culun	/tʃulun/
cuman	/tʃuman/
cuma	/tʃuma/
cumbuan	/tʃumbuan/
cumbu	/tʃumbu/
cumengkling	/tʃuməŋʔliŋ/
cumepak	/tʃuməpaʔ/
cumil	/tʃumil/
cuming	/tʃumiŋ/
cumi	/tʃumi/
cunam	/tʃunam/
cundang	/tʃundaŋ/
cunda	/tʃunda/
cundrik	/tʃundriʔ/
cunduk	/tʃunduʔ/
cungap	/tʃuŋap/
cungkilan	/tʃuŋkilan/
cungkil	/tʃuŋkil/
cungkup	/tʃuŋkup/
cungo	/tʃuŋo/
cung	/tʃuŋ/
cungul	/tʃuŋul/
cungur	/tʃuŋur/
cunia	/tʃunia/
cun	/tʃun/
cupai	/tʃupai/
cupak	/tʃupaʔ/
cupang	/tʃupaŋ/
cupar	/tʃupar/
cupet	/tʃupət/
cuping	/tʃupiŋ/
cuplikan	/tʃuplikan/
cuplik	/tʃupliʔ/
cup	/tʃup/
cupul	/tʃupul/
cupu	/tʃupu/
curahan	/tʃurahan/
curah	/tʃurah/
curai	/tʃurai/
curam	/tʃuram/
curang	/tʃuraŋ/
curat	/tʃurat/
cura	/tʃura/
cureng	/tʃurəŋ/
curiah	/tʃuriah/
curian	/tʃurian/
curiga	/tʃuriga/
curik	/tʃuriʔ/
curi	/tʃuri/
curna	/tʃurna/
cur	/tʃur/
curu	/tʃuru/
cus	/tʃus/
cutak	/tʃutaʔ/
cutbrai	/tʃutbrai/
cutel	/tʃutəl/
cuti	/tʃuti/
cut	/tʃut/
da’ayah	/daʔajah/
daayah	/daʔajah/
daba	/daba/
dabak	/dabaʔ/
dabal	/dabal/
dabat	/dabat/
dab	/dab/
dabih	/dabih/
dabik	/dabiʔ/
dabing	/dabiŋ/
dabir	/dabir/
dablek	/dabləʔ/
dabung	/dabuŋ/
dabus	/dabus/
dacin	/datʃin/
da	/da/
dada	/dada/
dadah	/dadah/
dadaisme	/dadaismə/
dadakan	/dadakan/
dadak	/dadaʔ/
dadaku	/dadaku/
dadal	/dadal/
dadali	/dadali/
dadanya	/dadaɲa/
dadap	/dadap/
dadar	/dadar/
dad	/dad/
dadék	/dadeʔ/
dadi	/dadi/
dadih	/dadih/
dading	/dadiŋ/
dadu	/dadu/
daduh	/daduh/
daduk	/daduʔ/
dadung	/daduŋ/
daéng	/daeŋ/
daérah	/daerah/
daérahisme	/daerahismə/
daérahnya	/daerahɲa/
dafnah	/dafnah/
daftaran	/daftaran/
daftar	/daftar/
daga	/daga/
dagangan	/dagaŋan/
dagangannya	/dagaŋanɲa/
dagang	/dagaŋ/
dag-dig-dug	/dag-dig-dug/
dagé	/dage/
dagelan	/dagəlan/
dagel	/dagəl/
dagi	/dagi/
daging	/dagiŋ/
dagu	/dagu/
dahaga	/dahaga/
dahagi	/dahagi/
dahak	/dahaʔ/
daham	/daham/
dahanam	/dahanam/
dahan	/dahan/
dahannya	/dahanɲa/
dahar	/dahar/
dah	/dah/
dahiat	/dahiat/
dahi	/dahi/
dahina	/dahina/
dahinya	/dahiɲa/
dahlia	/dahlia/
dahriah	/dahriah/
dahsyat	/dahsjat/
dahsyatnya	/dahsjatɲa/
dahulu	/dahulu/
dahulunya	/dahuluɲa/
da’i	/daʔi/
dai	/dai/
daidanco	/daidantʃo/
daidan	/daidan/
daif	/daif/
daim	/daim/
daing	/daiŋ/
dajal	/dadʒal/
daka	/daka/
dakah	/dakah/
dakar	/dakar/
dakhil	/daʔhil/
dakian	/dakian/
daki	/daki/
dakik	/dakiʔ/
dakocan	/dakotʃan/
dakon	/dakon/
dakron	/daʔron/
daksa	/daʔsa/
daksina	/daʔsina/
daku	/daku/
dakwaan	/daʔwaʔan/
dakwa	/daʔwa/
dakwah	/daʔwah/
dalalah	/dalalah/
dalalat	/dalalat/
dalaman	/dalaman/
dalam	/dalam/
dalamnya	/dalamɲa/
dalang	/dalaŋ/
dal	/dal/
daldaru	/daldaru/
dalem	/daləm/
dalfin	/dalfin/
dali	/dali/
dalih	/dalih/
dalik	/daliʔ/
dalil	/dalil/
daluang	/daluaŋ/
dalu	/dalu/
dalung	/daluŋ/
damah	/damah/
damai	/damai/
damak	/damaʔ/
damal	/damal/
daman	/daman/
damar	/damar/
damas	/damas/
damat	/damat/
dambaan	/dambaʔan/
damba	/damba/
dambin	/dambin/
dambir	/dambir/
dam	/dam/
damé	/dame/
damén	/damen/
dami	/dami/
damik	/damiʔ/
dampak	/dampaʔ/
dampal	/dampal/
dampar	/dampar/
dampil	/dampil/
damping	/dampiŋ/
dampit	/dampit/
dampratan	/dampratan/
damprat	/damprat/
dampung	/dampuŋ/
dana	/dana/
danau	/danau/
danawa	/danawa/
danda	/danda/
dan	/dan/
dandanan	/dandanan/
dandan	/dandan/
dandang	/dandaŋ/
dandanggula	/dandaŋgula/
dandi	/dandi/
dangai	/daŋai/
dangar	/daŋar/
dangau	/daŋau/
dang	/daŋ/
dangdut	/daŋdut/
danghyang	/daŋhjaŋ/
dangir	/daŋir/
dangka	/daŋka/
dangkalan	/daŋkalan/
dangkal	/daŋkal/
dangkap	/daŋkap/
dangkar	/daŋkar/
dangkung	/daŋkuŋ/
danguk	/daŋuʔ/
dansa	/dansa/
dansanak	/dansanaʔ/
dansi	/dansi/
danta	/danta/
danur	/danur/
danyang	/daɲaŋ/
dapa	/dapa/
dapatan	/dapatan/
dapat	/dapat/
dap	/dap/
dapra	/dapra/
dapur	/dapur/
dapurnya	/dapurɲa/
dara	/dara/
darah	/darah/
darahku	/darahku/
darahnya	/darahɲa/
daras	/daras/
daratan	/daratan/
darat	/darat/
darau	/darau/
dar	/dar/
dargah	/dargah/
dari	/dari/
daripada	/daripada/
daripadanya	/daripadaɲa/
darjah	/dardʒah/
darji	/dardʒi/
darmabakti	/darmabaʔti/
darma	/darma/
darmasiswa	/darmasiswa/
darmawisata	/darmawisata/
daro	/daro/
daru	/daru/
darulakhirat	/darulaʔhirat/
darulbaka	/darulbaka/
darulfana	/darulfana/
darun	/darun/
darunu	/darunu/
darurat.	/darurat./
darurat	/darurat/
darusalam	/darusalam/
darwis	/darwis/
dasalomba	/dasalomba/
dasaran	/dasaran/
dasar	/dasar/
dasarian	/dasarian/
dasarkan	/dasarkan/
dasarnya	/dasarɲa/
dasasila	/dasasila/
dasatitah	/dasatitah/
dasawarsa	/dasawarsa/
dasbor	/dasbor/
das	/das/
dasi	/dasi/
daster	/dastər/
dasun	/dasun/
data	/data/
datang	/dataŋ/
datangi	/dataŋi/
datanglah	/dataŋlah/
datangnya	/dataŋɲa/
dataran	/dataran/
datar	/datar/
datatamak	/datatamaʔ/
dati	/dati/
datif	/datif/
datin	/datin/
datu	/datu/
datuk	/datuʔ/
datum	/datum/
datung	/datuŋ/
dauk	/dauʔ/
daulat	/daulat/
daunan	/daunan/
daun	/daun/
daur	/daur/
dawai	/dawai/
dawat	/dawat/
dawet	/dawət/
daya	/daja/
dayah	/dajah/
dayak	/dajaʔ/
dayan	/dajan/
dayang	/dajaŋ/
dayu	/daju/
dayuh	/dajuh/
dayuk	/dajuʔ/
dayung	/dajuŋ/
dayus	/dajus/
debah	/dəbah/
debak	/dəbaʔ/
debam	/dəbam/
debap	/dəbap/
debaran	/dəbaran/
debar	/dəbar/
débarkasi	/debarkasi/
debas	/dəbas/
débat	/debat/
debik	/dəbiʔ/
debil	/dəbil/
debing	/dəbiŋ/
débirokratisasi	/debiroʔratisasi/
débit	/debit/
débitur	/debitur/
debu	/dəbu/
debuk	/dəbuʔ/
debum	/dəbum/
debun	/dəbun/
debung	/dəbuŋ/
debup	/dəbup/
debur	/dəbur/
debus	/dəbus/
début	/debut/
debut	/dəbut/
decak	/dətʃaʔ/
decap	/dətʃap/
decéh	/dətʃeh/
decing	/dətʃiŋ/
decit	/dətʃit/
decup	/dətʃup/
decur	/dətʃur/
decut	/dətʃut/
dedah	/dədah/
dedai	/dədai/
dedak	/dədaʔ/
dédal	/dedal/
dedalu	/dədalu/
dedap	/dədap/
dedara	/dədara/
dedar	/dədar/
dedas	/dədas/
dedau	/dədau/
dedaunan	/dədaunan/
dé	/de/
de	/də/
dedek	/dədəʔ/
dédél	/dedel/
dedemit	/dədəmit/
deder	/dədər/
dederuk	/dədəruʔ/
dédés	/dedes/
dedes	/dədəs/
dédikasi	/dedikasi/
déduksi	/deduʔsi/
déduktif	/deduʔtif/
dedulang	/dədulaŋ/
dééskalasi	/deeskalasi/
défaitisme	/defaitismə/
défénsif	/defensif/
défilé	/defile/
définisi	/definisi/
définitif	/definitif/
défisit	/defisit/
déflasi	/deflasi/
déforéstasi	/deforestasi/
déformasi	/deformasi/
degam	/dəgam/
degan	/dəgan/
degap	/dəgap/
degar	/dəgar/
dégen	/degən/
dégénérasi	/degenerasi/
degil	/dəgil/
deging	/dəgiŋ/
dégradasi	/degradasi/
deguk	/dəguʔ/
degum	/dəgum/
degung	/dəguŋ/
degupan	/dəgupan/
degup	/dəgup/
deham	/dəham/
déh	/deh/
dehem	/dəhəm/
déhidrasi	/dehidrasi/
dékade	/dekadə/
dékadén	/dekaden/
dékadénsi	/dekadensi/
dekah	/dəkah/
dekak	/dəkaʔ/
dekam	/dəkam/
dékan	/dekan/
dekan	/dəkan/
dekapan	/dəkapan/
dekap	/dəkap/
dékar	/dekar/
dekatan	/dəkatan/
dekat	/dəkat/
dekatnya	/dəkatɲa/
dék	/deʔ/
dekik	/dəkiʔ/
dekil	/dəkil/
déklamasi	/deʔlamasi/
déklamator	/deʔlamator/
déklarasi	/deʔlarasi/
déklérer	/deʔlerər/
déklinasi	/deʔlinasi/
dékolonisasi	/dekolonisasi/
dékomposisi	/dekomposisi/
dékorasi	/dekorasi/
dékoratif	/dekoratif/
dékor	/dekor/
dekrét	/dəʔret/
deksa	/dəʔsa/
deku	/dəku/
dekunci	/dəkuntʃi/
dekung	/dəkuŋ/
dekus	/dəkus/
dekut	/dəkut/
delah	/dəlah/
delamak	/dəlamaʔ/
delan	/dəlan/
-delapan	/-dəlapan/
delapan	/dəlapan/
delap	/dəlap/
delas	/dəlas/
delat	/dəlat/
délégasi	/delegasi/
delepak	/dələpaʔ/
delér	/dəler/
delikan	/dəlikan/
délikat	/delikat/
delikatés	/dəlikates/
délik	/deliʔ/
delik	/dəliʔ/
delima	/dəlima/
délinéasi	/delineasi/
délinkuén	/delinkuen/
délinkuénsi	/delinkuensi/
délman	/delman/
delong	/dəloŋ/
délta	/delta/
delu	/dəlu/
délusi	/delusi/
délusif	/delusif/
démagog	/demagog/
démagogi	/demagogi/
demah	/dəmah/
demam	/dəmam/
demamnya	/dəmamɲa/
demang	/dəmaŋ/
demap	/dəmap/
démarkasi	/demarkasi/
dembai	/dəmbai/
dembam	/dəmbam/
dembun	/dəmbun/
demek	/dəməʔ/
demén	/dəmen/
demen	/dəmən/
démés	/demes/
demi	/dəmi/
demik	/dəmiʔ/
demikian	/dəmikian/
demikianlah	/dəmikianlah/
démisionér	/demisioner/
démobilisan	/demobilisan/
démobilisasi	/demobilisasi/
démo	/demo/
démograf	/demograf/
démografi	/demografi/
démografis	/demografis/
démokrasi	/demoʔrasi/
démokrat	/demoʔrat/
démokratik	/demoʔratiʔ/
démokratisasi	/demoʔratisasi/
démokratis	/demoʔratis/
démon	/demon/
démoniak	/demoniaʔ/
démonstran	/demonstran/
démonstrasi	/demonstrasi/
démonstratif	/demonstratif/
démoralisasi	/demoralisasi/
démosi	/demosi/
dempak	/dəmpaʔ/
dempam	/dəmpam/
dempang	/dəmpaŋ/
démpét	/dempet/
dempét	/dəmpet/
dempir	/dəmpir/
démplon	/demplon/
dempok	/dəmpoʔ/
dempulan	/dəmpulan/
dempul	/dəmpul/
dempung	/dəmpuŋ/
demung	/dəmuŋ/
dénah	/denah/
denai	/dənai/
dénak	/denaʔ/
denak	/dənaʔ/
dénasionalisasi	/denasionalisasi/
denawa	/dənawa/
dencang	/dəntʃaŋ/
dencing	/dəntʃiŋ/
dendaan	/dəndaʔan/
denda	/dənda/
dendam	/dəndam/
déndang	/dendaŋ/
dendang	/dəndaŋ/
dén	/den/
den	/dən/
déndéng	/dendeŋ/
déndi	/dendi/
déndrologi	/dendrologi/
dengan	/dəŋan/
dengannya	/dəŋanɲa/
dengap	/dəŋap/
dengaran	/dəŋaran/
dengar	/dəŋar/
dengarkan	/dəŋarkan/
dengih	/dəŋih/
denging	/dəŋiŋ/
dengkang	/dəŋkaŋ/
déngkél	/deŋkel/
dengki	/dəŋki/
dengkik	/dəŋkiʔ/
dengking	/dəŋkiŋ/
déngkol	/deŋkol/
dengkul	/dəŋkul/
dengkung	/dəŋkuŋ/
dengkuran	/dəŋkuran/
dengkur	/dəŋkur/
dengkus	/dəŋkus/
dengu	/dəŋu/
déngué	/deŋue/
denguk	/dəŋuʔ/
dengungan	/dəŋuŋan/
dengung	/dəŋuŋ/
dengusan	/dəŋusan/
dengus	/dəŋus/
dengut	/dəŋut/
dénim	/denim/
dénok	/denoʔ/
denok	/dənoʔ/
dénotasi	/denotasi/
dénotatif	/denotatif/
dénsitas	/densitas/
dentaman	/dəntaman/
dentam	/dəntam/
dentang	/dəntaŋ/
dentingan	/dəntiŋan/
denting	/dəntiŋ/
dentuman	/dəntuman/
dentum	/dəntum/
dentung	/dəntuŋ/
dentur	/dəntur/
denyaran	/dəɲaran/
denyar	/dəɲar/
denyitan	/dəɲitan/
denyit	/dəɲit/
denyutan	/dəɲutan/
denyut	/dəɲut/
déodoran	/deodoran/
depa	/dəpa/
dépak	/depaʔ/
depak	/dəpaʔ/
depan	/dəpan/
depang	/dəpaŋ/
depanku	/dəpanku/
depannya	/dəpanɲa/
depap	/dəpap/
déparpolisasi	/deparpolisasi/
départemén	/departəmen/
départeméntal	/departəmental/
dép	/dep/
dépéndén	/dependen/
dépéndénsi	/dependensi/
dépersonalisasi	/depərsonalisasi/
déplési	/deplesi/
déponir	/deponir/
déportasi	/deportasi/
déposan	/deposan/
déposito	/deposito/
dépot	/depot/
déprésiasi	/depresiasi/
déprési	/depresi/
déprok	/deproʔ/
depun	/dəpun/
depus	/dəpus/
députasi	/deputasi/
députi	/deputi/
deraan	/dəraʔan/
déra	/dera/
dera	/dəra/
deraian	/dəraian/
derai	/dərai/
derajah	/dəradʒah/
derajang	/dəradʒaŋ/
derajat	/dəradʒat/
derajatnya	/dəradʒatɲa/
derakan	/dərakan/
derak	/dəraʔ/
deram	/dəram/
derana	/dərana/
derang	/dəraŋ/
derap	/dərap/
deras	/dəras/
derau	/dərau/
dérégulasi	/deregulasi/
dérék	/dereʔ/
derél	/dərel/
derep	/dərəp/
dérés	/deres/
déres	/derəs/
deres	/dərəs/
dérési	/deresi/
derési	/dəresi/
dérétan	/deretan/
dérét	/deret/
dergama	/dərgama/
derhaka	/dərhaka/
derik	/dəriʔ/
deringan	/dəriŋan/
dering	/dəriŋ/
deris	/dəris/
deritaan	/dəritaʔan/
derita	/dərita/
derit	/dərit/
dérivasi	/derivasi/
dérivatif	/derivatif/
derji	/dərdʒi/
derma	/dərma/
dermaga	/dərmaga/
derman	/dərman/
dérmatitis	/dermatitis/
dérmatolog	/dermatolog/
dérmatologi	/dermatologi/
dermawan	/dərmawan/
dersana	/dərsana/
deru	/dəru/
deruk	/dəruʔ/
deruman	/dəruman/
derum	/dərum/
derung	/dəruŋ/
derup	/dərup/
derus	/dərus/
désaan	/desaʔan/
désa	/desa/
desa	/dəsa/
desah	/dəsah/
désain	/desain/
désainer	/desainər/
desakan	/dəsakan/
desak	/dəsaʔ/
désakralisasi	/desaʔralisasi/
désalinasi	/desalinasi/
désanya	/desaɲa/
desar	/dəsar/
desau	/dəsau/
déségregasi	/desegrəgasi/
désélerasi	/deselərasi/
déséntralisasi	/desentralisasi/
désérsi	/desersi/
désértir	/desertir/
désibél	/desibel/
desih	/dəsih/
désikan	/desikan/
desik	/dəsiʔ/
désiliter	/desilitər/
désimal	/desimal/
désiméter	/desimetər/
désinféksi	/desinfeʔsi/
desing	/dəsiŋ/
desiran	/dəsiran/
desir	/dəsir/
desis	/dəsis/
desit	/dəsit/
déskripsi	/desʔripsi/
déskriptif	/desʔriptif/
déspot	/despot/
déspotisme	/despotismə/
destar	/dəstar/
déstinasi	/destinasi/
déstruksi	/destruʔsi/
déstruktif	/destruʔtif/
desuk	/dəsuʔ/
desup	/dəsup/
desur	/dəsur/
desus	/dəsus/
desut	/dəsut/
détail	/detail/
detak	/dətaʔ/
detap	/dətap/
detar	/dətar/
detas	/dətas/
détasemén	/detasəmen/
détaséring	/detaseriŋ/
détasir	/detasir/
détéksi	/deteʔsi/
détéktif	/deteʔtif/
détéktor	/deteʔtor/
déténsi	/detensi/
déténte	/detentə/
détérgén	/detergen/
détériorasi	/deteriorasi/
détérminan	/determinan/
détérminasi	/determinasi/
détérminatif	/determinatif/
détérminis	/determinis/
détérminisme	/determinismə/
detikan	/dətikan/
detik	/dətiʔ/
deting	/dətiŋ/
détoksifikasi	/detoʔsifikasi/
détonator	/detonator/
detup	/dətup/
detus	/dətus/
dévaluasi	/devaluasi/
devéloper	/dəvelopər/
déviasi	/deviasi/
dévisa	/devisa/
dévosi	/devosi/
déwadaru	/dewadaru/
déwa	/dewa/
déwana	/dewana/
déwanagari	/dewanagari/
déwan	/dewan/
déwangga	/dewaŋga/
déwasa	/dewasa/
déwata	/dewata/
déwi	/dewi/
diabaikan	/diabaikan/
diabétés	/diabetes/
diacungkan	/diatʃuŋkan/
diadakan	/diadakan/
diadakannya	/diadakanɲa/
dia.	/dia./
dia	/dia/
diadili	/diadili/
diafragma	/diafragma/
diagak	/diagaʔ/
diagnosa	/diagnosa/
diagnosis	/diagnosis/
diagnostik	/diagnostiʔ/
diagonal	/diagonal/
diagram	/diagram/
diajak	/diadʒaʔ/
diajar	/diadʒar/
diajari	/diadʒari/
diajarkan	/diadʒarkan/
diajuk	/diadʒuʔ/
diajun	/diadʒun/
diaken	/diakən/
diakhiri	/diaʔhiri/
diakon	/diakon/
diakonés	/diakones/
diakritik	/diaʔritiʔ/
diakronis	/diaʔronis/
diakui	/diakui/
dialah	/dialah/
dialami	/dialami/
dialas	/dialas/
dialék	/dialeʔ/
dialéktik	/dialeʔtiʔ/
dialéktis	/dialeʔtis/
dialéktologi	/dialeʔtologi/
dialih	/dialih/
dialihkan	/dialihkan/
dialisis	/dialisis/
dialog	/dialog/
dialogis	/dialogis/
diamalkan	/diamalkan/
diamankan	/diamankan/
diamati	/diamati/
diambak	/diambaʔ/
diambil	/diambil/
diambilnya	/diambilɲa/
diam	/diam/
diaméter	/diametər/
dianaktirikan	/dianaʔtirikan/
diancam	/diantʃam/
dian	/dian/
diang	/diaŋ/
dianggap	/diaŋgap/
dianggar	/diaŋgar/
dianggotai	/diaŋgotai/
diangkat	/diaŋkat/
diangkut	/diaŋkut/
dianiaya	/dianiaja/
dianjak	/diandʒaʔ/
dianjung	/diandʒuŋ/
diantar	/diantar/
dianugerahi	/dianugərahi/
dianut	/dianut/
dianyam	/diaɲam/
diapakan	/diapakan/
diapit	/diapit/
diapositif	/diapositif/
diarah	/diarah/
diarahkan	/diarahkan/
diar	/diar/
diaré	/diare/
diasah	/diasah/
diasak	/diasaʔ/
dias	/dias/
diatasi	/diatasi/
diat	/diat/
diatonik	/diatoniʔ/
diatur	/diatur/
diaturnya	/diaturɲa/
diawali	/diawali/
diawasi	/diawasi/
diayah	/diajah/
dibaca	/dibatʃa/
dibacakan	/dibatʃakan/
dibacanya	/dibatʃaɲa/
dibagi	/dibagi/
dibagikan	/dibagikan/
dibajak	/dibadʒaʔ/
dibakar	/dibakar/
dibakarnya	/dibakarɲa/
dibalas	/dibalas/
dibalik	/dibaliʔ/
dibanding	/dibandiŋ/
dibanggakan	/dibaŋgakan/
dibangun	/dibaŋun/
dibanjiri	/dibandʒiri/
dibantah	/dibantah/
dibantai	/dibantai/
dibanting	/dibantiŋ/
dibantu	/dibantu/
dibaptis	/dibaptis/
dibarengi	/dibarəŋi/
dibaringkan	/dibariŋkan/
dibasuh	/dibasuh/
dibatalkan	/dibatalkan/
dibawa	/dibawa/
dibawah	/dibawah/
dibawakan	/dibawakan/
dibawanya	/dibawaɲa/
dibayar	/dibajar/
dibayarnya	/dibajarɲa/
dibebani	/dibəbani/
dibebankan	/dibəbankan/
dibébaskan	/dibebaskan/
dibedah	/dibədah/
dibekukan	/dibəkukan/
dibekuk	/dibəkuʔ/
dibéla	/dibela/
dibelah	/dibəlah/
dibelakangkan	/dibəlakaŋkan/
dibeli	/dibəli/
dibelinya	/dibəliɲa/
dibenam	/dibənam/
dibenamkan	/dibənamkan/
dibenarkan	/dibənarkan/
dibenci	/dibəntʃi/
dibentuk	/dibəntuʔ/
diberangkatkan	/dibəraŋkatkan/
diberantas	/dibərantas/
dibéréskan	/dibereskan/
diberhentikan	/dibərhəntikan/
diberi	/dibəri/
diberikan	/dibərikan/
diberikannya	/dibərikanɲa/
diberinya	/dibəriɲa/
diberitahu	/dibəritahu/
diberitakan	/dibəritakan/
diberkas	/dibərkas/
diberkati	/dibərkati/
diberlakukan	/dibərlakukan/
dibersihkan	/dibərsihkan/
dibesarkan	/dibəsarkan/
dibiarkan	/dibiarkan/
dibicarakan	/dibitʃarakan/
dibidik	/dibidiʔ/
dibilang	/dibilaŋ/
dibimbing	/dibimbiŋ/
dibodohi	/dibodohi/
dibongkar	/diboŋkar/
diborgol	/diborgol/
diborong	/diboroŋ/
diborongnya	/diboroŋɲa/
diboroskannya	/diboroskanɲa/
dibuang	/dibuaŋ/
dibuangkan	/dibuaŋkan/
dibuat	/dibuat/
dibuatnya	/dibuatɲa/
dibubarkan	/dibubarkan/
dibujuk	/dibudʒuʔ/
dibuka	/dibuka/
dibuktikan	/dibuʔtikan/
dibukukan	/dibukukan/
dibumbui	/dibumbui/
dibunuh	/dibunuh/
dibunyikan	/dibuɲikan/
diburu	/diburu/
dibusur	/dibusur/
dibutuhkan	/dibutuhkan/
dicabut	/ditʃabut/
dicadangkan	/ditʃadaŋkan/
dicairkan	/ditʃairkan/
dicampakkan	/ditʃampaʔkan/
dicampur	/ditʃampur/
dicanangkan	/ditʃanaŋkan/
dicapai	/ditʃapai/
dicap	/ditʃap/
dicari	/ditʃari/
dicarinya	/ditʃariɲa/
dicas	/ditʃas/
dicegat	/ditʃəgat/
dicék	/ditʃeʔ/
dicekik	/ditʃəkiʔ/
dicela	/ditʃəla/
dicelupkannya	/ditʃəlupkanɲa/
dicemaskan	/ditʃəmaskan/
dicerai	/ditʃərai/
diceraikan	/ditʃəraikan/
dicétak	/ditʃetaʔ/
dicicipinya	/ditʃitʃipiɲa/
dicincang	/ditʃintʃaŋ/
dicinta	/ditʃinta/
dicintai	/ditʃintai/
diciptakan	/ditʃiptakan/
dicium	/ditʃium/
dicoba	/ditʃoba/
dicobanya	/ditʃobaɲa/
dicopot	/ditʃopot/
dicuci	/ditʃutʃi/
dicucinya	/ditʃutʃiɲa/
dicukur	/ditʃukur/
dicurahkan	/ditʃurahkan/
dicuri	/ditʃuri/
dicurigai	/ditʃurigai/
dicurigainya	/ditʃurigaiɲa/
didahului	/didahului/
didahulukan	/didahulukan/
didaki	/didaki/
didaktik	/didaʔtiʔ/
didaktis	/didaʔtis/
didamaikan	/didamaikan/
didampingi	/didampiŋi/
didandani	/didandani/
didapat	/didapat/
didapati	/didapati/
didapatkan	/didapatkan/
didapatnya	/didapatɲa/
didasarkan	/didasarkan/
didatangi	/didataŋi/
didekati	/didəkati/
didengar	/didəŋar/
didengarkan	/didəŋarkan/
didengarnya	/didəŋarɲa/
diderita	/didərita/
dideritanya	/didəritaɲa/
didesak	/didəsaʔ/
di	/di/
didiami	/didiami/
didiang	/didiaŋ/
dididik	/dididiʔ/
didih	/didih/
didikan	/didikan/
didik	/didiʔ/
didirikannya	/didirikanɲa/
didis	/didis/
didong	/didoŋ/
didorong	/didoroŋ/
diduga	/diduga/
didukung	/didukuŋ/
diéban	/dieban/
diékspor	/dieʔspor/
diélakkan	/dielaʔkan/
diés	/dies/
diesel	/diəsəl/
diét	/diet/
diferénsial	/difərensial/
diferénsiasi	/difərensiasi/
difokuskan	/difokuskan/
difraksi	/difraʔsi/
diftéri	/difteri/
diftong	/diftoŋ/
difungsikan	/difuŋsikan/
difusi	/difusi/
digabung	/digabuŋ/
digagalkan	/digagalkan/
digalang	/digalaŋ/
digali	/digali/
digambar	/digambar/
diganggu	/digaŋgu/
diganti	/diganti/
digantung	/digantuŋ/
digariskan	/digariskan/
digdaya	/digdaja/
digélék	/digeleʔ/
digembléng	/digəmbleŋ/
digenggam	/digəŋgam/
digerakkan	/digəraʔkan/
digertak	/digərtaʔ/
digigit	/digigit/
digiring	/digiriŋ/
digital	/digital/
digit	/digit/
digoncang	/digontʃaŋ/
digoréng	/digoreŋ/
digoyang	/digojaŋ/
digraf	/digraf/
digrési	/digresi/
digubris	/digubris/
digugat	/digugat/
digulingkan	/diguliŋkan/
digulung	/diguluŋ/
diguna	/diguna/
digunakan	/digunakan/
